State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
HP,HP,Mandi,2008,91.2,94.6,86.2,83.9,20.3,0.8,92.3
HP,HP,Shimla,2008,98.1,97.2,91.1,86.6,19.1,0.4,85.7
HP,HP,Sirmaur,2008,87.5,87,75.5,62.4,21.8,0.7,92.1
HP,HP,Solan,2008,77,82.1,76.6,61.3,16.2,0.8,96.8
HP,HP,Una,2008,88.3,89.3,86.3,82.8,21.7,0.6,95.9
Jharkhand,JH,Chatra,2008,56.6,54.5,57.8,54.7,10.6,5,57.5
Jharkhand,JH,DUMKA,2008,69.5,67,59.4,41.5,2.9,9.7,89.1
Jharkhand,JH,Giridih,2008,70.9,76.7,64,52.3,14,5,43.7
Jharkhand,JH,Godda,2008,72.3,68.6,70.3,69.5,13,6.2,85
Jharkhand,JH,GUMLA,2008,51.3,50.8,56.2,44.3,11.2,3.7,71
Jharkhand,JH,Hazaribagh,2008,80.2,79.4,65.4,54.8,17.1,1.8,92.7
Jharkhand,JH,Koderma,2008,71.9,69.2,87.2,67.3,5.3,0.4,NA
Jharkhand,JH,Lohardagga,2008,76.9,77.9,65.4,55.8,14.9,5.3,90.3
Jharkhand,JH,Pakur,2008,65.1,67.6,54.5,39.5,8,7.9,78.6
Jharkhand,JH,Palamu,2008,52.1,49.5,59.7,49.5,2.3,4.5,50.7
Jharkhand,JH,East Singhbhum,2008,74.4,78.7,63.1,55.6,3.3,4.6,78.1
Jharkhand,JH,Ranchi,2008,70.2,74,63.8,41.5,15.9,2.2,85.5
Jharkhand,JH,Sahibganj,2008,69.5,61.2,61.3,58.2,9.7,13.9,80.2
Jharkhand,JH,Sindega,2008,71.5,69.9,71.1,48.5,33.2,4.6,83.2
Karnataka,KA,Bagalkot,2008,83.7,82.7,49.8,36.3,11.3,5.2,83.5
Karnataka,KA,Bangalore,2008,88.8,90.1,67.5,57.7,47.1,1.1,89.5
Karnataka,KA,Bangalore Rural,2008,97.2,95.1,72.2,56.1,20.1,0.2,96.1
Karnataka,KA,Belgaum,2008,76.9,81,56.8,31.1,17.9,2.1,90
Karnataka,KA,Bellary,2008,89.1,88.6,54.2,25.8,13.1,14.1,89.1
Karnataka,KA,Bidar,2008,65.6,72.1,44,28.5,24.9,3.7,97.4
Karnataka,KA,Bijapur,2008,75.7,72,54.7,39.9,15.4,4.5,91.3
Karnataka,KA,Chamarajanagar,2008,81.6,76.8,55.9,33.8,14.3,2.1,95.2
Karnataka,KA,Chikmagalur,2008,93.8,90.7,71.9,46.1,20.9,0.4,91.8
Karnataka,KA,Chitradurga,2008,90.7,89.5,69.8,58.9,13.9,1.3,94.5
Karnataka,KA,Dakshina Kannada,2008,94.5,91.5,79.6,58.2,33.6,0.8,81.5
Karnataka,KA,Davangere,2008,78.7,71.3,58.1,26.6,22.4,2.3,96.9
Karnataka,KA,Dharwad,2008,71.2,79.8,48.2,24.6,6.8,1.7,86.9
Karnataka,KA,Gadag,2008,85.9,85.9,60.3,38.8,10.1,2.6,97
Karnataka,KA,Gulbarga,2008,78.9,78.9,46.8,22.9,8.2,13.6,73.7
Karnataka,KA,Hassan,2008,84.6,76.1,65.2,40.2,20,0.5,98
Karnataka,KA,Haveri,2008,84,81.9,59,50.2,12.3,2.3,94
Karnataka,KA,Kodagu,2008,89.7,89.7,77,53.1,23.8,1.7,89.9
Karnataka,KA,Kolar,2008,84.3,88.4,62,55.7,22.8,0.7,94.8
Karnataka,KA,Koppal,2008,63.8,69.3,46.9,15.9,13.4,3.4,93
Karnataka,KA,Mandya,2008,91.8,83.7,62.2,41.2,27.8,0.4,88.9
Karnataka,KA,Mysore,2008,86.5,86.5,53.9,32.5,19.6,3.9,88
Karnataka,KA,Raichur,2008,78.9,79.4,53.2,31.1,8.8,12.4,81.2
Karnataka,KA,Shimoga,2008,92.9,94.3,73.9,53.5,16.3,1.1,94.4
Karnataka,KA,Tumkur,2008,89.5,83.9,55.5,44.8,13.2,1.3,93.9
Karnataka,KA,Udupi,2008,93.8,94.6,87.6,66.7,36.7,0.7,89.7
Karnataka,KA,Uttara Kannada,2008,97.6,96.8,84.2,76.1,5.5,0.7,87.1
Kerala,KL,Alappuzha ,2008,100,100,90.3,85.8,56.4,0.1,NA
Kerala,KL,Ernakulam,2008,99.2,99.2,88.8,78,81.6,0.4,96
Kerala,KL,Kannur,2008,100,100,87.1,78.8,57.5,0.1,89.4
Kerala,KL,Kollam,2008,100,99,91.9,83.3,43.3,0.2,NA
Kerala,KL,Kozhikode (Calicut),2008,100,98,92.4,69.6,60,0.1,85
Kerala,KL,Malappuram,2008,97.2,97.7,76.4,64.9,41.9,0,68.2
Kerala,KL,Palakkad,2008,98.4,98.4,80.2,73,40.7,0.1,93.3
Kerala,KL,Pathanamthitta,2008,100,99.1,89.2,83.3,53.9,0,91.2
Kerala,KL,Thiruvananthapuram,2008,98.6,99.3,88.8,77.9,37.6,0.1,93.1
Kerala,KL,Thrissur,2008,98.5,93.5,89,78.6,49.9,0.4,93.8
Kerala,KL,Wayanad,2008,95.2,95.1,74.6,61.5,34.7,0.3,82.7
MH,MH,Ahmednagar,2008,83.2,82.1,92.4,82.2,35.3,0.9,95.7
MH,MH,Akola,2008,81.1,78.6,71,46.2,35,2.5,84.5
MH,MH,Amravati,2008,77.6,75.4,69.2,32.6,38,0.3,95.3
MH,MH,Aurangabad,2008,95.6,87.8,77.4,48.5,18.3,1.3,96.5
MH,MH,Bhandara,2008,89.4,89.4,94.3,73.6,32.5,0.5,90
MH,MH,Bid,2008,97.1,98.1,91.7,84.4,28.7,0.8,89.1
MH,MH,Buldana,2008,99.4,98.3,98.3,97.2,29.3,0.7,98.8
MH,MH,Chandrapur,2008,86.1,87.8,72.8,49.8,17.2,1.6,96
MH,MH,Dhule,2008,98.1,94.8,70.7,37.1,33,1.4,91
MH,MH,Gadchiroli,2008,79.9,78.5,68.1,39.8,22.8,8.1,89
MH,MH,Gondiya,2008,95.1,95.8,91.3,54.4,22.1,0.2,97.7
MH,MH,Jalgaon,2008,99.4,98.7,94.7,49.8,16.9,1.2,99.3
MH,MH,Jalna,2008,94.7,93.9,96,95.3,21.7,0.8,91.6
MH,MH,Kolhapur,2008,91.6,90.9,82.6,62.3,26.7,1.4,87.1
MH,MH,Latur,2008,89.5,89.9,78.5,65.5,29.6,2.6,96.1
MH,MH,Nagpur,2008,86.4,86.4,79.9,58.9,49.3,1,95.4
MH,MH,Nanded,2008,83.2,84.3,78.2,54.9,20,1.6,95.2
MH,MH,Nandurbar,2008,82.1,83.4,70.4,50.9,25.2,7.9,97.9
MH,MH,Nashik,2008,82.4,81.5,79.7,55.2,14.3,1.9,93.9
MH,MH,Osmanabad,2008,91,92.3,93.9,69.1,29.8,0,98.5
MH,MH,Parbhani,2008,93.3,91.4,79.4,60.7,22.7,4.7,84.8
MH,MH,Pune,2008,95.5,94.4,89,66.2,16.8,0.9,89.3
MH,MH,Raigarh,2008,97.1,97.1,93.7,96.7,32.1,0.1,95.8
MH,MH,Ratnagiri,2008,94.7,94.1,85.6,83.2,8.2,0.4,94.8
MH,MH,Satara,2008,99.1,98.1,95.2,85.5,33.7,1,86.2
MH,MH,Sindhudurg,2008,97.8,97.8,98.8,88.2,4.5,0.3,85
MH,MH,Solapur,2008,95.1,94.4,90.8,66.3,32.1,0.8,95.8
MH,MH,Thane,2008,98.3,93.8,92.5,87.5,23.1,2.8,98.6
MH,MH,Wardha,2008,89.6,91.2,69.8,41.2,36.8,0,95.1
MH,MH,Washim,2008,83.3,85.9,77.6,42.8,30.4,1.5,85.8
MH,MH,Yavatmal,2008,77.4,75.9,73.7,56.1,20.2,3.7,90
Manipur,MN,Bishnupur,2008,93.8,95.4,77.6,77.5,71.4,3.7,63.3
Manipur,MN,Churachandpur,2008,100,100,92.2,93.5,80.3,4.1,37.7
Manipur,MN,Imphal East,2008,93,94.8,73.5,68.1,63.5,1.2,63.1
Manipur,MN,Imphal West,2008,99,99,91.5,91.9,73.5,0.7,97.5
Manipur,MN,Thoubal,2008,91.8,98.2,60.9,69.6,49.4,0.5,69.4
Meghalaya,ML,West Garo Hills,2008,86.1,89.9,56.8,57.5,42.7,8.1,62.8
Nagaland,NL,Dimapur,2008,99.5,96.2,79.7,78.7,62.1,1.4,89.8
Nagaland,NL,Mokokchung,2008,100,100,65.9,78,22.2,5.6,21.4
Nagaland,NL,Phek,2008,90.6,92.6,66.7,77.2,47.6,2.3,46.7
Nagaland,NL,Zunheboto,2008,100,100,53.1,43.2,23.7,2.6,100
Odisha,OR,Anugul,2008,77.2,80.2,65.4,56.5,5.7,11.2,72.9
Odisha,OR,Balangir,2008,64.7,58.9,62.2,39.1,4.8,9.5,76.8
Odisha,OR,Baleshwar,2008,88.9,82.3,75.5,64.6,3,2.5,74.7
Odisha,OR,Bargarh,2008,89.8,89.8,74.4,64.7,4.2,8.8,94.6
Odisha,OR,Baudh,2008,67.9,64.2,62.4,36.1,2.7,7,80.9
Odisha,OR,Bhadrak,2008,96.2,93.5,79.4,69.4,4.5,0.6,95
Odisha,OR,Cuttack,2008,91.6,88.7,80.8,66.3,6.3,3.9,71.3
Odisha,OR,Deogarh,2008,73.5,71.9,60.5,43.9,6,5,78.6
Odisha,OR,Dhenkanal,2008,78.8,81.2,61.8,40.5,1.3,2.8,84.4
Odisha,OR,Gajapati,2008,72.7,70.4,63.1,58.7,9.3,11,85.4
Odisha,OR,Ganjam,2008,72.7,75,66.6,58.1,5.2,5.6,54.2
Odisha,OR,Jagatsinghapur,2008,90.9,87.6,80.6,66.7,6.5,2.6,81.7
Odisha,OR,Jajapur,2008,87.6,86.6,79.4,76.7,8.2,2,63.5
Odisha,OR,Jharsuguda,2008,65.8,63.9,63.7,49.8,4.7,5.2,94.3
Odisha,OR,Kalahandi,2008,75.6,71.5,67.5,54.4,2.6,4.3,70.9
Odisha,OR,Kendraparha,2008,74.4,71.7,76,62.2,6.1,3,67.7
Odisha,OR,Kendujhar,2008,52.9,50.7,54.6,43.5,6.8,7.7,68.1
Odisha,OR,Khordha,2008,92.7,90.7,78.8,74.1,3.8,4.8,89.2
Odisha,OR,Malkangiri,2008,83,76.8,61,66.2,2.6,21.9,65
Odisha,OR,Mayurbhanj,2008,73.8,74.8,68.5,52.9,2.3,14.9,83.9
Odisha,OR,Nabarangapur,2008,73.6,70.6,67,46.7,2.1,16.3,92.6
Odisha,OR,Nayagarh,2008,79.3,78.1,78.3,70.2,3.5,6.3,89.3
Odisha,OR,Nuaparha,2008,58.2,54.5,47.8,31.9,2.3,8,74.1
Odisha,OR,Puri,2008,85.1,80.2,84.3,75.7,3.5,1,87.9
Odisha,OR,Rayagarha,2008,65.4,58.3,50.6,29.7,2.5,17.7,51.7
Odisha,OR,Sambalpur,2008,70.1,66,54.9,40.6,5.1,5.7,83.5
Odisha,OR,Subarnapur,2008,83.6,81.3,56.4,41.1,2.6,7.5,82.8
Odisha,OR,Sundargarh,2008,86.8,84.1,69.8,47.3,9.7,4.8,NA
Punjab,PB,Amritsar,2008,91.4,87.5,65.6,57.5,48.7,2.1,NA
Punjab,PB,Faridkot,2008,91.6,86.8,72.8,67.4,47.1,3.2,94.6
Punjab,PB,Fatehgarh Sahib,2008,86.7,87.7,75.2,67.6,27.7,2.4,87.8
Punjab,PB,Firozpur,2008,84.3,83.3,68.4,60.6,39.4,4.8,73.3
Punjab,PB,Gurdaspur,2008,94.6,91.2,74.9,75.4,56.6,1.4,79.7
Punjab,PB,Hoshiarpur,2008,88.5,90.8,82.4,79.8,42.7,1.1,89.7
Punjab,PB,Mansa,2008,84.3,83.5,68.2,59.8,37.6,3.6,66
Punjab,PB,Moga,2008,78.5,74.5,65,62.4,39.5,3.9,73.2
Punjab,PB,Muktsar,2008,83.5,78,62.4,60.9,27.6,7.1,77.8
Punjab,PB,Nawashehar,2008,68.6,73.8,64.7,63,29.3,1.5,98.1
Punjab,PB,Patiala,2008,88.9,88.4,62.5,49.3,48.8,2,91.1
Punjab,PB,Rupnagar,2008,88.6,83.2,75.4,78.2,36.8,1.9,87.4
Punjab,PB,Sangrur,2008,88.1,86,69,56.7,45.6,2,NA
Punjab,PB,SSANagar,2008,87.8,89.2,80.5,76.4,39.3,1.6,78.9
Rajasthan,RJ,Ajmer,2008,64.9,67.7,47.8,33.2,32.1,6.1,60.2
Rajasthan,RJ,Alwar,2008,51.3,64.4,62.9,47.2,51.2,4.9,59.7
Rajasthan,RJ,Banswara,2008,60.7,56.2,49.4,24.1,14,11.3,79.1
Rajasthan,RJ,Baran,2008,60.9,65.4,58.6,49.6,21.9,9,79.8
Rajasthan,RJ,Bhilwara,2008,60.1,64.1,56.9,35.7,16.2,7.2,61.3
Rajasthan,RJ,Bikaner,2008,72.3,67.5,77.8,63.5,24.9,8.9,62.7
Rajasthan,RJ,Bundi,2008,71.9,81.9,66.9,52.1,28.5,6.4,80.3
Rajasthan,RJ,Chittaurgarh,2008,56.5,58.4,52.6,37.2,10.3,11.8,96.3
Rajasthan,RJ,Churu,2008,62.6,59.1,67.3,50.7,35.9,6.8,53.6
Rajasthan,RJ,Dausa,2008,79.1,75.1,69.8,52.1,42,4.4,72.1
Rajasthan,RJ,Dhaulpur,2008,48.3,54.4,47.4,38.2,37.4,4.6,37.7
Rajasthan,RJ,Dungarpur,2008,60.3,58.7,58,37.6,14.4,3.9,23
Rajasthan,RJ,Ganganagar,2008,68.7,71.7,79.3,71,51.6,4.5,NA
Rajasthan,RJ,Hanumangarh,2008,81.6,81.4,82.4,74.9,59.3,3.3,69.3
Rajasthan,RJ,Jaipur,2008,80.8,79.8,73.5,59.3,56.6,1.6,76.8
Rajasthan,RJ,Jaisalmer,2008,60,62.6,60.7,54.8,12.4,15,60.5
Rajasthan,RJ,Jalor,2008,83.3,81.2,60.3,55.3,15.8,14.5,55
Rajasthan,RJ,Jhalawar,2008,53.9,54.3,44.2,28.4,24.7,10.1,65.9
Rajasthan,RJ,Jhunjhunun,2008,77.7,74.3,66,56.2,42.4,1,57.8
Rajasthan,RJ,Jodhpur,2008,65.4,69.1,59.7,40.9,31.2,12.1,48.6
Rajasthan,RJ,Karauli,2008,62.3,63.9,63.6,53.9,35.4,13,58.8
Rajasthan,RJ,Kota,2008,77.3,78.6,66.5,50.8,52.6,4.4,41.2
Rajasthan,RJ,Nagaur,2008,80.2,77.4,63.4,47.4,47.8,3,57.6
Rajasthan,RJ,Pali,2008,47.3,55.8,47.5,33.2,19.5,7.4,62.1
Rajasthan,RJ,Rajsamand,2008,57.7,60.9,54.6,32.4,13.9,4.8,86.3
Rajasthan,RJ,Sawai Madhopur,2008,75.6,74.5,72.1,59.7,31.1,5.3,91.9
Rajasthan,RJ,Sikar,2008,68.4,60.7,59.3,50,56.2,1.7,53.3
Rajasthan,RJ,Sirohi,2008,56.2,60.4,47.1,47.5,4.3,10.5,74.1
Rajasthan,RJ,Tonk,2008,84.3,80.3,77.2,61.4,40.3,9.4,44.6
Rajasthan,RJ,Udaipur,2008,60.2,55.3,58.6,36.2,11.2,10,63.5
Tamilnadu,TN,Ariyalur,2008,54.5,69.7,31.2,26.5,14.9,0.1,90.7
Tamilnadu,TN,Coimbatore,2008,49.1,58.5,50.2,40,19.6,0.9,83.6
Tamilnadu,TN,Cuddalore,2008,51.9,57.3,47.8,40.7,34.3,0.8,88.9
Tamilnadu,TN,Erode,2008,55.3,67,40.9,34,14,0.6,NA
Tamilnadu,TN,Kancheepuram,2008,49.4,58,44.4,30.1,21.3,0.1,95.2
Tamilnadu,TN,Kanyakumari,2008,47.5,57,41.5,42,43,0.1,100
Tamilnadu,TN,Karur,2008,58.8,68.7,53.3,39.6,27.2,1.5,89.8
Tamilnadu,TN,Madurai,2008,54.1,59.9,33.9,31.8,15.4,1.3,97
Tamilnadu,TN,Nagapattinam,2008,38.6,53.1,32.7,27.5,17.1,0.4,93.2
Tamilnadu,TN,Namakkal,2008,65.1,68.6,48.7,49,20.1,0.2,88.1
Tamilnadu,TN,Perambalur,2008,57.9,76.8,35.2,23.3,27.5,1.6,85
Tamilnadu,TN,Pudukkottai,2008,46.8,50.5,41.8,25.8,10.8,1.3,96.5
Tamilnadu,TN,Salem,2008,50,47.2,31.3,38,26.8,1.2,NA
Tamilnadu,TN,Sivagangai,2008,56.5,59.7,63.9,58.6,12.8,0.7,89.3
Tamilnadu,TN,The Nilgiris,2008,48.5,52.6,56.6,58.5,57.6,0.2,68.9
Tamilnadu,TN,Theni,2008,41.2,50,38.7,32.2,17.9,0.5,88.2
Tamilnadu,TN,Tiruvallur,2008,61.3,74.3,48.5,34.7,31.1,0,91.8
Tamilnadu,TN,Tiruvarur,2008,57.1,67.7,32.8,30.5,16.1,0.4,86.8
Tamilnadu,TN,Thoothukudi,2008,57.1,61.1,67.8,47.5,36.5,0.6,85.7
Tamilnadu,TN,Tiruchirappalli,2008,81.8,88.9,74,60.4,22.5,0.4,89.8
Tamilnadu,TN,Tirunelveli,2008,71.5,72.4,65.7,45.3,32.7,0.8,91
Tamilnadu,TN,Tiruvannamalai,2008,54.5,65.9,52.3,26.6,14.4,0.7,87.2
Tamilnadu,TN,Vellore,2008,51.1,67.9,48.3,35.1,18.3,0.3,95.9
Tamilnadu,TN,Viluppuram,2008,58.1,60.8,25.9,14.9,9.4,0,96.5
Tamilnadu,TN,Virudhunagar,2008,63,67.9,56.4,47,25.8,1.7,92.3
UP,UP,Agra,2008,56.2,58.2,45.6,35.5,43.7,8.5,49.6
UP,UP,Aligarh,2008,55.2,53.5,66.3,48.9,39.2,3.8,72.5
UP,UP,Allahabad,2008,52,56.6,44,28.8,39.8,3.9,57
UP,UP,Ambedkar Nagar,2008,56.6,62.8,50.4,31.5,43.8,3.8,55.7
UP,UP,Auraiya,2008,56.3,53.4,39.8,21,31.4,3.5,68.1
UP,UP,Azamgarh,2008,61.8,59.6,50,34.8,45.4,5,55
UP,UP,Baghpat,2008,74.2,76.2,76.3,66.5,39.3,2.6,72.5
UP,UP,Bahraich,2008,47.6,49.1,35.4,17.4,19.4,16.5,43.2
UP,UP,Ballia,2008,71,67.8,65.9,59.2,37.2,3.5,72.6
UP,UP,Balrampur,2008,59.3,56.4,27.6,21.7,25.1,8.7,77.3
UP,UP,Banda,2008,69.1,64.1,53.5,36.8,12.1,3.2,63
UP,UP,Barabanki,2008,45,49.8,39.5,21.3,33.6,10.3,52.9
UP,UP,Bareilly,2008,61.9,62.8,57.2,41.8,27.5,5.1,76.5
UP,UP,Basti,2008,53.7,55.8,50.4,34,31.3,2.9,53.9
UP,UP,Bijnor,2008,77.5,75.9,62.5,46.9,52.5,3.6,90.7
UP,UP,Budaun,2008,67.6,64.6,46.1,25.2,27.4,6.9,NA
UP,UP,Bulandshahar,2008,82.4,76.1,67.8,50.2,35.9,1.9,45.7
UP,UP,Chandauli,2008,58.1,53,45.3,28.4,28.8,6,54.4
UP,UP,Chitrakoot,2008,60.4,60.4,35.6,23.5,21.9,5.9,92.3
UP,UP,Deoria,2008,66.5,63.8,53.7,35.8,48,3.1,77.6
UP,UP,Etah,2008,46.9,45.8,39.2,28.4,39.9,6.3,67
UP,UP,Etawah,2008,76.5,71.7,53.2,33.4,28.3,3.1,76.9
UP,UP,Faizabad,2008,61.6,66.1,54.5,42.7,40.9,2.9,86.2
UP,UP,Farukkhabad,2008,54.5,53.7,36.8,27.5,32.6,6.5,67
UP,UP,Fatehpur,2008,60.2,52.1,51.3,33.6,29.7,8.9,62.1
UP,UP,Firozabad,2008,65.3,63.9,50.1,34.7,39,4.9,61
UP,UP,Gautam Buddha Nagar,2008,69.3,71,71.9,53,65.6,4.3,58.4
UP,UP,Ghaziabad,2008,78.7,83.2,75.5,60.6,58.6,2.6,43.4
UP,UP,Ghazipur,2008,70,66.9,70.7,53.7,49.5,0.3,91.6
UP,UP,Gonda,2008,65.7,67.4,61.2,41.6,32.3,3,74.4
UP,UP,Gorakhpur,2008,60.2,58.7,42.1,22.9,42.5,5.9,67
UP,UP,Hamirpur,2008,67,68.1,43.2,36.3,30.6,4.6,50.6
UP,UP,Hardoi,2008,45.1,47.6,35.8,18.6,27.7,7.7,51.3
UP,UP,Hathras,2008,55.4,55.2,56.5,40.7,35,6.5,48.7
UP,UP,Jalaun,2008,67.6,68.4,51.9,41.3,34.1,1.8,97.1
UP,UP,Jaunpur,2008,71,65.1,52.9,41,38.1,2.1,70.8
UP,UP,Jhansi,2008,68.8,66,60.5,48.5,20,2.9,66.7
UP,UP,Jyotiba Phule Nagar,2008,71.3,70.6,68.3,48.9,51.1,4.7,63.4
UP,UP,Kannauj,2008,66.6,62.3,44.6,34.7,34.3,3.6,80
UP,UP,Kaushambi,2008,65.2,58.5,56.1,40,39,6.9,36.9
UP,UP,Kushinagar,2008,76.1,67.6,62.5,52.3,42.6,4.3,51.2
UP,UP,Lalitpur,2008,45.4,38.7,28.4,22.2,16.3,3.9,45.5
UP,UP,Lucknow,2008,62,64.2,44.7,23.5,40.4,9.1,81.8
UP,UP,Mahoba,2008,74.1,72,53.2,34.2,17.5,4.8,41.7
UP,UP,Mahrajganj,2008,59.2,53.7,47.4,29.3,36.7,6.7,68.9
UP,UP,Mainpuri,2008,55.9,55.2,37.6,24.7,38.4,6.7,54.6
UP,UP,Mathura,2008,67.2,63.3,59,43.8,57.5,3.2,41.6
UP,UP,Mau,2008,70.2,69,56.4,38.2,29.5,1,28.9
UP,UP,Meerut,2008,73.2,73.7,69.3,45.1,52.3,5.4,83.9
UP,UP,Mirzapur,2008,50,49.9,47,27.8,23.3,2.5,82.2
UP,UP,Moradabad,2008,66.1,68.9,55.3,37.7,44.3,7.5,69.4
UP,UP,Muzaffarnagar,2008,79.1,79.1,77.2,70,38.9,7,53.6
UP,UP,Pilibhit,2008,54.7,54.7,38.6,31.1,27.1,7.6,67.4
UP,UP,Pratapgarh,2008,74.6,70.8,53.4,36,46.4,2.4,58.1
UP,UP,Rae Bareli,2008,60.4,58.3,39.2,21.1,31.7,7.7,70.3
UP,UP,Rampur,2008,73.5,72.6,46.6,22,25.9,9.7,70.1
UP,UP,Saharanpur,2008,72,75.8,67.2,44.5,46.7,5.4,72.1
UP,UP,Sant Kabir Nagar,2008,53.7,51.8,48.3,27.9,33.3,12.3,33
UP,UP,Sant Ravidas Nagar Bh,2008,60,58.2,56,44.1,42.8,2.4,53.6
UP,UP,Shahjahanpur,2008,53.7,55.7,27.1,16.4,22.2,12.9,51.2
UP,UP,Shrawasti,2008,44,41.8,27,18.1,12.9,8.5,43.3
UP,UP,Siddharthnagar,2008,54.6,50.9,39.5,26.2,18.3,8.5,35.9
UP,UP,Sonbhadra,2008,65.9,61.9,54.3,28.3,21.7,6.5,45.4
UP,UP,Sultanpur,2008,48.7,56.4,42.6,24.7,46,3.3,49.7
UP,UP,Unnao,2008,61.4,62.6,47.6,36.3,37.3,5.6,65.7
UP,UP,Varanasi,2008,73.1,70,57.8,37.4,33.6,4,51.7
Uttarakhand,UK,Bageshwar,2008,84.4,83.8,80,58.2,15.4,0.6,98.6
Uttarakhand,UK,Chamoli,2008,82.4,79.6,79.1,61.2,13.1,0.3,58.6
Uttarakhand,UK,Dehradun,2008,76.8,79.3,68.2,54.1,43.3,1.2,94.3
Uttarakhand,UK,Nainital,2008,76,76.4,76.1,57.3,20.2,2.3,73.9
Uttarakhand,UK,Pithoragarh,2008,79.4,74.4,80.5,61.1,21.6,0.3,91.1
Uttarakhand,UK,Rudraprayag,2008,77.2,75.8,76.7,61.6,19,0.2,95.3
Uttarakhand,UK,Tehri Garhwal,2008,80.5,78.6,76.3,55.6,22.5,0.6,NA
WB,WB,Bankura,2008,79.9,77.6,64,53.1,1.6,7.3,68
WB,WB,Bardhaman,2008,93.1,92.6,80.9,69.7,1.3,3.6,80.6
WB,WB,Birbhum,2008,73.7,73.1,58.4,44.3,1.4,9.7,72.5
WB,WB,Darjiling,2008,95,97.2,73.3,64.3,29.1,2.2,72.6
WB,WB,Howrah,2008,87.2,88,77.8,60.1,2.9,5.4,86.3
WB,WB,Maldah,2008,76.6,76.6,60.3,49,16,7.4,73.2
WB,WB,Medinipur,2008,86.2,87.1,82.6,75.1,4.6,5.5,79.5
WB,WB,Murshidabad,2008,85.2,87.4,58.5,47.8,2.9,4.3,79.3
WB,WB,Nadia,2008,88.2,87.6,62.6,48,2.3,7.7,90.1
WB,WB,North 24 Parganas,2008,91.4,93.8,68.6,52.3,4.4,2.2,82.6
WB,WB,Puruliya,2008,73,73.7,53.6,54.5,8.8,11.8,61.2
WB,WB,South 24 Parganas,2008,91,89.4,75.9,55.9,5.7,7.4,73
WB,WB,Uttar Dinajpur,2008,66.3,68.1,51.1,33.1,4.2,9.5,63.4
Andhra Pradesh,AP,Adilabad,2009,78.1,79.8,59,53.3,26.6,7,73.4
Andhra Pradesh,AP,Anantapur,2009,80.9,85.1,66.4,69.3,19.2,9.8,NA
Andhra Pradesh,AP,Cuddapah,2009,87.9,91.4,79.3,74.6,30,3.6,93
Andhra Pradesh,AP,Guntur,2009,86.4,86.3,62.6,66.2,28.6,5.1,79.3
Andhra Pradesh,AP,Karimnagar,2009,93.1,91.5,82.2,74.9,48.1,2.9,86.7
Andhra Pradesh,AP,Khammam,2009,75.4,78.1,66.2,49.5,24.2,8.7,78.8
Andhra Pradesh,AP,Krishna,2009,92.8,92.8,81.3,74.6,38.5,2.4,NA
Andhra Pradesh,AP,Kurnool,2009,78.5,81.9,59.7,51,25.2,8.9,75.6
Andhra Pradesh,AP,Mahbubnagar,2009,64.9,68.8,58.3,46.4,30.7,6.4,81.5
Andhra Pradesh,AP,Medak,2009,71.5,78.1,52.7,52.9,28.4,6.2,81.5
Andhra Pradesh,AP,Nalgonda,2009,81.5,85.8,59.7,59.4,33.2,2.2,93.8
Andhra Pradesh,AP,Nellore,2009,94,94,76.7,76.5,22,5,92
Andhra Pradesh,AP,Nizamabad,2009,88.4,91.2,63,61.7,34.6,10.4,97.3
Andhra Pradesh,AP,Rangareddy,2009,85.2,84.9,56.1,58.9,35.5,7.8,63.8
Andhra Pradesh,AP,Srikakulam,2009,86.8,92.8,76.2,77.2,25.5,6.1,80.8
Andhra Pradesh,AP,Visakhatnam,2009,86.4,84,62.5,65.9,27,6.9,86.8
Andhra Pradesh,AP,Vizianagaram,2009,85.5,87.7,69.9,64.6,19.3,4.8,89
Andhra Pradesh,AP,Warangal,2009,86.8,89.9,54,55.1,30.7,16.3,NA
Andhra Pradesh,AP,West Godavari,2009,79.7,88.1,72.2,69.4,32.9,4,91
Assam,AS,Barpeta,2009,82.4,85.3,57.6,51.1,17,3.7,54.5
Assam,AS,Bongaigaon,2009,81.1,90,65.7,84.4,12.8,4.5,64.3
Assam,AS,Darrang,2009,60.5,61.5,54.1,42.3,21.8,4.3,60.3
Assam,AS,Dhemaji,2009,65.5,61.9,40.6,23,21.5,2.5,67.4
Assam,AS,Dhubri,2009,73,75.9,50.7,40.1,7.7,7.8,72.5
Assam,AS,Dibrugarh,2009,86.1,82.8,70.4,61.1,23.8,1.7,72.4
Assam,AS,Goalpara,2009,77.1,77.7,60.1,50.9,17.4,5.7,63.7
Assam,AS,Golaghat,2009,79.2,77.4,76.1,50.7,12.4,4.4,82.3
Assam,AS,Jorhat,2009,82.6,81.5,78.5,61.7,9.8,1.9,80.4
Assam,AS,Kamrup,2009,75.7,82.7,68.9,62.1,15.1,3,81.9
Assam,AS,Kokrajhar,2009,73.6,79.9,69.8,52.5,24.5,3.2,63.1
Assam,AS,Lakhimpur,2009,65,69.9,50.5,46.3,10.6,3.2,88.9
Assam,AS,Marigaon,2009,73.6,74,50.9,35.3,4.8,5.9,72.1
